run_id,round,test,pole,pole_num,persona,turn,stage,layer,neg_score,valence_score,rating,emotion_word,emotion_valence,intensity,signed_intensity,c1,c2
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,32,42.73424530029297,-42.73424530029297,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,33,39.5514030456543,-39.5514030456543,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,34,38.33823013305664,-38.33823013305664,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,35,36.56617736816406,-36.56617736816406,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,36,37.20526885986328,-37.20526885986328,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,37,39.12239456176758,-39.12239456176758,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,38,36.241493225097656,-36.241493225097656,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,39,37.47272872924805,-37.47272872924805,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,40,36.991455078125,-36.991455078125,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,41,36.58901596069336,-36.58901596069336,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,42,36.781028747558594,-36.781028747558594,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,43,38.17620849609375,-38.17620849609375,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,44,37.4945068359375,-37.4945068359375,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,45,37.069183349609375,-37.069183349609375,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,46,36.62181091308594,-36.62181091308594,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,47,36.25709533691406,-36.25709533691406,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,48,36.238739013671875,-36.238739013671875,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,49,35.45336151123047,-35.45336151123047,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,50,35.01628494262695,-35.01628494262695,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,51,36.24521255493164,-36.24521255493164,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,52,35.70320129394531,-35.70320129394531,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,53,35.79334259033203,-35.79334259033203,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,54,35.46649169921875,-35.46649169921875,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,55,35.075836181640625,-35.075836181640625,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,56,34.44245529174805,-34.44245529174805,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,57,33.93586349487305,-33.93586349487305,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,58,34.37042236328125,-34.37042236328125,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,59,33.92325210571289,-33.92325210571289,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,60,32.625885009765625,-32.625885009765625,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,61,32.09803771972656,-32.09803771972656,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,62,31.795673370361328,-31.795673370361328,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,63,31.272891998291016,-31.272891998291016,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,64,30.8585262298584,-30.8585262298584,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,65,30.94424057006836,-30.94424057006836,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,66,31.167072296142578,-31.167072296142578,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,67,30.907712936401367,-30.907712936401367,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,68,30.24612808227539,-30.24612808227539,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,69,30.412513732910156,-30.412513732910156,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,70,30.21190643310547,-30.21190643310547,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,71,29.369873046875,-29.369873046875,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,72,29.800275802612305,-29.800275802612305,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,73,28.58035659790039,-28.58035659790039,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,74,27.62179183959961,-27.62179183959961,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,75,27.20586395263672,-27.20586395263672,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,76,26.439273834228516,-26.439273834228516,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,77,25.964900970458984,-25.964900970458984,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,78,25.777111053466797,-25.777111053466797,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,4,manip1,79,26.75459861755371,-26.75459861755371,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,0,-6.364001274108887,6.364001274108887,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,1,-12.228646278381348,12.228646278381348,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,2,-15.038965225219727,15.038965225219727,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,3,-14.80628776550293,14.80628776550293,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,4,-0.507904589176178,0.507904589176178,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,5,14.021346092224121,-14.021346092224121,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,6,10.85753059387207,-10.85753059387207,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,7,20.785541534423828,-20.785541534423828,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,8,36.31195831298828,-36.31195831298828,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,9,33.18621826171875,-33.18621826171875,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,10,32.69892120361328,-32.69892120361328,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,11,33.61273193359375,-33.61273193359375,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,12,31.434358596801758,-31.434358596801758,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,13,32.01921844482422,-32.01921844482422,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,14,47.49546813964844,-47.49546813964844,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,15,43.16750717163086,-43.16750717163086,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,16,39.70566940307617,-39.70566940307617,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,17,35.736724853515625,-35.736724853515625,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,18,32.3632926940918,-32.3632926940918,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,19,40.182247161865234,-40.182247161865234,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,20,42.53313446044922,-42.53313446044922,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,21,42.3662223815918,-42.3662223815918,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,22,38.85704803466797,-38.85704803466797,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,23,37.119205474853516,-37.119205474853516,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,24,35.360206604003906,-35.360206604003906,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,25,32.02692413330078,-32.02692413330078,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,26,36.068275451660156,-36.068275451660156,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,27,35.48308563232422,-35.48308563232422,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,28,31.93498420715332,-31.93498420715332,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,29,32.04108428955078,-32.04108428955078,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,30,30.857772827148438,-30.857772827148438,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,31,27.485397338867188,-27.485397338867188,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,32,28.069589614868164,-28.069589614868164,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,33,28.779701232910156,-28.779701232910156,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,34,28.458024978637695,-28.458024978637695,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,35,27.10428237915039,-27.10428237915039,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,36,26.375999450683594,-26.375999450683594,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,37,31.925487518310547,-31.925487518310547,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,38,31.231773376464844,-31.231773376464844,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,39,31.07878875732422,-31.07878875732422,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,40,29.854515075683594,-29.854515075683594,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,41,29.73855209350586,-29.73855209350586,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,42,29.502477645874023,-29.502477645874023,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,43,29.884483337402344,-29.884483337402344,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,44,29.2591552734375,-29.2591552734375,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,45,29.29920196533203,-29.29920196533203,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,46,29.489221572875977,-29.489221572875977,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,47,29.270639419555664,-29.270639419555664,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,48,29.357372283935547,-29.357372283935547,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,49,29.089435577392578,-29.089435577392578,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,50,28.33509063720703,-28.33509063720703,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,51,28.304780960083008,-28.304780960083008,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,52,27.90629768371582,-27.90629768371582,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,53,28.1383056640625,-28.1383056640625,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,54,28.214933395385742,-28.214933395385742,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,55,28.68305778503418,-28.68305778503418,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,56,27.837017059326172,-27.837017059326172,-2,uneasy,-1,4,-4,A,A
data/round1/0_Test 2/0_T1_NEG_userturns_BASELINE,round1,T1_task_valence,NEG,-1,BASELINE,5,manip2,57,27.94293785095215,-27.94293785095215,-2,uneasy,-1,4,-4,A,A
