split,stage,band,n,spearman_valence_vs_pole,perm_p_valence_vs_pole,spearman_valence_vs_rating,perm_p_valence_vs_rating,spearman_valence_vs_signed_intensity,perm_p_valence_vs_signed_intensity,eta2_pole,eta2_persona
round2_to_round1,manip1,L70-79,36,0.7106546489188894,0.0001999600079984003,0.5231152017516982,0.0007998400319936012,0.5125301793967336,0.0013997200559888023,0.5135252641096468,0.07286851209696601
round2_to_round1,manip1,L9-13,36,0.573108587837814,0.0003999200159968006,0.29969438655194064,0.07058588282343531,0.2882319047176765,0.09178164367126575,0.45568139490097553,4.530787824925615e-05
round2_to_round1,manip2,L20-32,36,0.8743999597296935,0.0001999600079984003,0.7100866996681117,0.0001999600079984003,0.6815165791253668,0.0001999600079984003,0.6938662850447201,0.013681385915830088
round2_to_round1,manip2,L33-40,36,0.8940493970269899,0.0001999600079984003,0.7350612318807733,0.0001999600079984003,0.7743662493059345,0.0001999600079984003,0.7157194281865276,0.030941046503245
round2_to_round1,manip2,L55-63,36,0.8645752410810452,0.0001999600079984003,0.7185915403675586,0.0001999600079984003,0.8003641569564934,0.0001999600079984003,0.7053557235712425,0.06903955096522839
round2_to_round1,manip2,L70-79,36,0.8416508975675326,0.0001999600079984003,0.7410011206232443,0.0001999600079984003,0.8239745016595521,0.0001999600079984003,0.7392780326450489,0.07699722732154153
round2_to_round1,manip2,L9-13,36,0.9136988343242864,0.0001999600079984003,0.6346231131444473,0.0001999600079984003,0.6231539292975814,0.0005998800239952009,0.7631360894627788,0.0010979169631416242
round2_to_round1,report,L20-32,36,0.5665587754053819,0.0005998800239952009,0.6817372306699551,0.0001999600079984003,0.5123975370107614,0.001999600079984003,0.3539765400579028,0.3491180840332471
round2_to_round1,report,L33-40,36,0.6386067121621357,0.0001999600079984003,0.8415742368309901,0.0001999600079984003,0.7726418982882953,0.0001999600079984003,0.4126900469800431,0.2972408524197852
round2_to_round1,report,L55-63,36,0.5927580251351106,0.0003999200159968006,0.7982400485052366,0.0001999600079984003,0.760836725936766,0.0001999600079984003,0.3271637280361516,0.4190132679665247
round2_to_round1,report,L70-79,36,0.5403595256756533,0.0003999200159968006,0.794730114248322,0.0001999600079984003,0.7538066794802374,0.0001999600079984003,0.2976161694357774,0.45018192921946776
round2_to_round1,report,L9-13,36,0.9104239281080704,0.0001999600079984003,0.610728560703144,0.0001999600079984003,0.5882689817868824,0.0005998800239952009,0.8094423338192722,0.031655168435011566
